LATITUDE,LONGITUDE,Year,pH,EC,CO3,HCO3,Cl,SO4,NO3,TH,Ca,Mg,Na,K,F,AQUIFER_TYPE,WLS_WTR_LEVEL,Broader_Classification_Soil,Broad_Soil_Type,SITE_TYPE,WLS_WTR_LEVEL_Categorized,Total Annual Ground Water Recharge,Broader_Classification_Lithology
24.122,22.20806,71.37806,2021.0,7.54,4614.0,0.0,268.0,1205.0,248.0,225.0,1421.0,329.0,146.0,443.0,0.5,Unconfined,1.86,Rocky/Gravelly,Rocky/Gravelly,Dug Well,Shallow,55502.81,Others
23.693615,72.937741,2021.0,7.84,2419.0,0.0,256.0,482.0,268.0,92.0,390.0,80.16,46.0,385.0,1.74,1.6,Unconfined,5.13,Others,Others,Dug Well,Shallow,55502.81,Others
23.745197,72.983189,2021.0,8.42,1910.0,60.0,293.0,333.0,194.0,45.0,280.0,28.056,51.0,336.0,1.1,2.0,Unconfined,2.73,Others,Others,Dug Well,Shallow,55502.81,Others
24.146591,73.010632,2021.0,8.04,2028.0,0.0,305.0,425.0,216.0,42.0,600.0,72.144,102.0,216.0,7.3,1.5,Unconfined,4.97,Others,Others,Dug Well,Shallow,55502.81,Others
24.054091,73.027585,2021.0,7.56,3227.0,0.0,195.0,915.0,198.0,120.0,1241.0,376.752,73.0,200.0,2.0,0.8,Unconfined,7.93,Others,Others,Dug Well,Shallow,55502.81,Others
23.333428,72.986801,2021.0,7.99,1393.0,0.0,415.0,220.0,42.0,89.0,380.0,40.08,68.0,172.0,0.3,1.4,Unconfined,7.32,Others,Others,Bore Well,Shallow,55502.81,Others
23.346198,72.958236,2021.0,8.18,1420.0,0.0,329.0,248.0,68.0,96.0,310.0,40.08,51.0,206.0,0.19,1.7,Unconfined,2.96,Others,Others,Dug Well,Shallow,55502.81,Others
23.916904,73.037258,2021.0,7.98,1199.0,0.0,146.0,213.0,67.0,92.0,350.0,80.16,36.0,107.0,2.8,0.94,Unconfined,1.05,Others,Others,Dug Well,Shallow,55502.81,Others
23.951782,73.283058,2021.0,7.75,716.0,0.0,220.0,99.0,29.0,1.1,220.0,60.12,17.0,64.0,1.8,0.87,Unconfined,14.74,Others,Others,Bore Well,Artesian,55502.81,Others
23.977346,73.223548,2021.0,7.64,838.0,0.0,159.0,135.0,34.0,57.0,280.0,72.144,24.0,59.0,1.9,0.73,Unconfined,3.64,Others,Others,Dug Well,Shallow,55502.81,Others
21.22389,73.22722,2021.0,7.15,1346.0,0.0,573.0,135.0,28.0,58.0,530.0,96.0,71.0,94.0,9.0,1.19,Unconfined,6.32,Others,Others,Dug Well,Shallow,55502.81,Others
21.43333,73.21667,2021.0,7.93,700.0,0.0,268.0,85.0,42.0,4.4,250.0,52.0,29.0,59.0,0.38,0.43,Unconfined,1.0,Others,Others,Dug Well,Shallow,55502.81,Others
21.2,72.83333,2021.0,7.9,780.0,0.0,232.0,85.0,46.0,64.0,340.0,56.0,49.0,28.0,0.21,0.2,Unconfined,0.17,Others,Others,Dug Well,Shallow,55502.81,Others
21.175,72.79167,2021.0,7.4,648.0,0.0,293.0,35.0,19.0,4.4,210.0,80.0,2.0,37.0,12.0,0.37,Unconfined,0.16,Rocky/Gravelly,Rocky/Gravelly,Dug Well,Shallow,55502.81,Others
22.43417,71.92167,2021.0,7.32,1407.0,0.0,98.0,355.0,125.0,14.0,220.0,52.0,22.0,239.0,4.6,0.42,Unconfined,0.1,Others,Others,Dug Well,Shallow,55502.81,Others
22.48639,71.70111,2021.0,7.51,1767.0,0.0,281.0,269.0,99.0,273.0,661.0,160.0,63.0,110.0,0.9,0.6,Unconfined,0.95,Rocky/Gravelly,Rocky/Gravelly,Dug Well,Shallow,55502.81,Others
22.53566,71.57473,2021.0,7.47,2694.0,0.0,415.0,581.0,136.0,40.0,701.0,120.0,97.0,300.0,0.8,0.75,Unconfined,0.15,Rocky/Gravelly,Rocky/Gravelly,Dug Well,Shallow,55502.81,Others
23.06861,71.71389,2021.0,8.14,458.0,0.0,207.0,28.0,19.0,2.0,150.12,36.0,15.0,40.0,3.6,0.44,Unconfined,4.3,Others,Others,Dug Well,Shallow,55502.81,Others
23.3425,71.73444,2021.0,8.32,3066.0,48.0,427.0,752.0,57.0,7.8,570.456,120.0,66.0,428.0,26.0,1.2,Unconfined,0.02,Rocky/Gravelly,Rocky/Gravelly,Dug Well,Shallow,55502.81,Others
22.85528,71.27444,2021.0,7.82,3995.0,0.0,390.0,964.0,212.0,48.0,850.68,140.0,122.0,540.0,3.1,2.5,Unconfined,0.53,Rocky/Gravelly,Rocky/Gravelly,Dug Well,Shallow,55502.81,Others
23.06389,71.36444,2021.0,7.83,1932.0,0.0,268.0,411.0,90.0,65.0,390.0,88.0,41.0,262.0,2.6,0.69,Unconfined,0.84,Rocky/Gravelly,Rocky/Gravelly,Dug Well,Shallow,55502.81,Others
22.89278,71.52361,2021.0,8.2,2321.0,0.0,561.0,369.0,135.0,23.0,410.328,124.0,24.0,294.0,107.0,0.52,Unconfined,3.9,Others,Others,Dug Well,Shallow,20681.82,Mixed
22.72229,71.85795,2021.0,7.43,214.0,0.0,85.0,21.0,6.9,5.9,60.0,16.0,4.9,25.0,2.3,0.27,Unconfined,6.04,Others,Others,Dug Well,Shallow,20681.82,Others
22.93528,71.74139,2021.0,7.84,385.0,0.0,195.0,21.0,10.0,2.0,150.12,52.0,4.9,26.0,2.9,0.36,Unconfined,7.74,Others,Others,Dug Well,Shallow,20681.82,Mixed
22.62583,71.82861,2021.0,7.79,2251.0,0.0,220.0,355.0,420.0,3.6,230.0,32.0,36.0,410.0,13.0,1.5,Unconfined,6.69,Others,Others,Dug Well,Shallow,20681.82,Others
22.73389,71.36889,2021.0,8.39,2175.0,60.0,378.0,425.0,150.0,14.0,620.496,172.0,46.0,237.0,57.0,0.92,Unconfined,2.43,Others,Others,Dug Well,Shallow,20681.82,Mixed
22.53972,71.43583,2021.0,7.73,6355.0,0.0,427.0,1276.0,888.0,145.0,861.0,124.0,134.0,1010.0,1.1,4.5,Unconfined,0.75,Others,Others,Dug Well,Shallow,20681.82,Mixed
22.78333,71.73611,2021.0,7.72,651.0,0.0,293.0,50.0,22.0,8.4,160.0,56.0,4.9,85.0,6.9,1.1,Unconfined,1.14,Others,Others,Dug Well,Shallow,20681.82,Others
22.71722,71.61667,2021.0,8.19,3166.0,0.0,659.0,610.0,190.0,33.0,350.0,48.0,56.0,618.0,2.6,2.7,Unconfined,1.63,Others,Others,Dug Well,Shallow,20681.82,Mixed
21.28111,73.46528,2021.0,7.81,685.0,0.0,244.0,92.0,33.0,20.0,300.0,76.0,27.0,33.0,0.26,0.4,Unconfined,2.48,Others,Others,Dug Well,Shallow,20681.82,Others
21.16465,73.55346,2021.0,7.85,648.0,0.0,366.0,21.0,10.0,0.9,300.0,60.0,36.0,24.0,0.59,0.15,Unconfined,0.64,Others,Others,Dug Well,Shallow,20681.82,Mixed
21.44784,73.4814,2021.0,8.03,322.0,0.0,134.0,21.0,22.0,13.0,130.0,28.0,15.0,22.0,0.55,0.34,Unconfined,0.63,Others,Others,Dug Well,Shallow,20681.82,Others
21.2125,73.36222,2021.0,8.04,490.0,0.0,207.0,35.0,27.0,12.0,210.0,52.0,19.0,27.0,0.28,0.2,Unconfined,2.69,Others,Others,Dug Well,Shallow,20681.82,Others
22.29231,73.20243,2021.0,8.06,1260.0,0.0,445.0,142.0,32.0,39.0,400.0,36.0,75.0,96.0,8.26,0.71,Unconfined,0.23,Others,Others,Dug Well,Shallow,20681.82,Others
22.27625,73.207,2021.0,8.27,3236.0,72.0,305.0,780.0,117.0,12.0,350.0,80.0,36.0,589.0,2.21,1.24,Unconfined,2.58,Others,Others,Dug Well,Shallow,20681.82,Mixed
22.34212,73.20322,2021.0,8.44,1980.0,96.0,580.0,248.0,0.0,1.8,430.0,40.0,80.0,233.0,40.12,0.73,Unconfined,5.77,Others,Others,Dug Well,Shallow,20681.82,Mixed
28.45,76.4693,2021.0,8.79,1730.0,41.0,321.0,220.0,134.0,114.0,186.0,14.0,31.0,317.0,12.0,0.68,Unconfined,4.02,Others,Others,Dug Well,Shallow,20681.82,Mixed
28.6873,76.485,2021.0,7.76,4557.0,0.0,140.0,993.0,601.0,194.0,1578.0,258.0,232.0,321.0,29.0,0.2,Unconfined,2.48,Others,Others,Dug Well,Shallow,20681.82,Mixed
28.657,76.428,2021.0,8.24,1951.0,0.0,587.0,300.0,34.0,41.0,394.0,39.0,72.0,271.0,28.0,7.14,Unconfined,8.94,Others,Others,Dug Well,Shallow,20681.82,Mixed
29.36474,76.6051,2021.0,8.82,3404.0,110.0,377.0,540.0,461.0,3.6,526.0,22.0,115.0,558.0,9.0,1.94,Unconfined,2.46,Others,Others,Dug Well,Shallow,20681.82,Mixed
29.5937,76.1097,2021.0,8.7,1781.0,55.0,336.0,193.0,174.0,89.0,471.0,18.0,104.0,171.0,49.0,0.85,Unconfined,2.57,Others,Others,Dug Well,Shallow,20681.82,Mixed
29.6262,76.1256,2021.0,8.63,1371.0,69.0,168.0,213.0,179.0,17.0,405.0,35.0,77.0,158.0,12.0,0.52,Unconfined,1.02,Others,Others,Dug Well,Shallow,43289.49,Mixed
29.2953,76.3345,2021.0,8.8,2871.0,69.0,196.0,380.0,603.0,13.0,427.0,8.8,98.0,481.0,9.5,0.81,Unconfined,3.0,Others,Others,Dug Well,Shallow,43289.49,Mixed
29.354,76.497,2021.0,7.89,8374.0,0.0,350.0,740.0,2631.0,175.0,2017.0,114.0,421.0,714.0,514.0,0.19,Unconfined,0.29,Others,Others,Dug Well,Shallow,20681.82,Mixed
29.354,76.434,2021.0,8.78,1981.0,83.0,391.0,207.0,229.0,19.0,471.0,8.8,109.0,254.0,8.0,3.05,Unconfined,1.03,Others,Others,Dug Well,Shallow,20681.82,Others
29.112,76.414,2021.0,8.12,1524.0,0.0,112.0,400.0,94.0,11.0,592.0,101.0,82.0,88.0,4.9,0.23,Unconfined,4.58,Others,Others,Dug Well,Shallow,20681.82,Others
29.4533,76.7494,2021.0,8.79,1531.0,124.0,503.0,86.0,24.0,14.0,329.0,18.0,69.0,214.0,7.0,0.83,Unconfined,3.94,Others,Others,Dug Well,Shallow,20681.82,Others
29.15269,76.4129,2021.0,8.13,1731.0,0.0,98.0,400.0,189.0,17.0,613.0,123.0,75.0,117.0,4.0,0.36,Unconfined,3.62,Others,Others,Bore Well,Shallow,20681.82,Others
29.354,76.434,2021.0,8.01,4751.0,0.0,222.0,1007.0,674.0,153.0,1392.0,144.0,250.0,474.0,12.0,0.61,Unconfined,3.08,Others,Others,Dug Well,Shallow,20681.82,Others
29.5276,76.4722,2021.0,8.81,2174.0,109.0,571.0,250.0,81.0,14.0,340.0,16.0,73.0,356.0,10.0,0.87,Unconfined,3.47,Others,Others,Dug Well,Shallow,20681.82,Others
29.2735,76.8454,2021.0,8.9,3514.0,250.0,910.0,257.0,25.0,2.4,83.0,12.0,13.0,1050.0,4.0,0.4,Unconfined,3.94,Others,Others,Dug Well,Shallow,20681.82,Others
29.223,76.872,2021.0,7.95,4367.0,0.0,222.0,1226.0,276.0,0.4,1340.0,116.0,255.0,403.0,15.0,0.21,Unconfined,1.53,Others,Others,Dug Well,Shallow,20681.82,Others
28.845,76.6772,2021.0,8.68,952.0,62.0,159.0,62.0,72.0,141.0,412.0,21.0,87.0,51.0,5.3,0.47,Unconfined,2.75,Others,Others,Dug Well,Shallow,20681.82,Others
29.276,77.0083,2021.0,8.72,396.0,62.0,127.0,21.0,0.0,2.4,155.0,12.0,30.0,40.0,5.6,1.2,Unconfined,3.18,Others,Others,Dug Well,Shallow,20681.82,Others
29.229,77.08,2021.0,8.69,1805.0,62.0,206.0,90.0,508.0,0.0,320.0,21.0,65.0,287.0,5.0,0.83,Unconfined,1.85,Others,Others,Dug Well,Shallow,20681.82,Others
29.228,77.117,2021.0,8.8,559.0,62.0,206.0,56.0,0.0,0.0,165.0,12.0,33.0,80.0,5.5,0.62,Unconfined,2.59,Others,Others,Dug Well,Shallow,20681.82,Mixed
29.384,77.1044,2021.0,8.71,785.0,62.0,301.0,28.0,18.0,0.0,268.0,12.0,58.0,69.0,4.5,0.32,Unconfined,4.79,Others,Others,Dug Well,Shallow,20681.82,Others
29.426,77.0465,2021.0,8.46,560.0,47.0,159.0,56.0,0.0,0.6,196.0,29.0,30.0,46.0,3.1,1.08,Unconfined,2.19,Others,Others,Dug Well,Shallow,20681.82,Mixed
29.388,77.034,2021.0,8.84,1566.0,96.0,428.0,40.0,187.0,0.7,371.0,8.8,85.0,191.0,5.0,0.54,Unconfined,4.67,Others,Others,Dug Well,Shallow,20681.82,Others
29.4555,76.9856,2021.0,8.34,813.0,47.0,317.0,56.0,0.0,21.0,309.0,33.0,55.0,59.0,6.3,0.81,Unconfined,1.08,Others,Others,Dug Well,Shallow,20681.82,Mixed
29.29,76.973,2021.0,8.71,1120.0,78.0,523.0,42.0,0.0,16.0,114.0,16.0,18.0,229.0,4.0,3.41,Unconfined,1.59,Others,Others,Bore Well,Shallow,20681.82,Mixed
29.394,76.849,2021.0,8.79,3142.0,187.0,571.0,473.0,137.0,4.9,784.0,12.0,183.0,341.0,80.0,1.04,Unconfined,2.78,Others,Others,Dug Well,Shallow,20681.82,Others
29.3583,76.839,2021.0,8.46,2590.0,125.0,841.0,278.0,12.0,2.5,340.0,21.0,70.0,461.0,10.0,6.41,Unconfined,6.19,Others,Others,Dug Well,Shallow,20681.82,Mixed
29.3321,76.7401,2021.0,8.71,1535.0,109.0,476.0,111.0,48.0,7.0,165.0,8.0,35.0,294.0,5.0,3.01,Unconfined,4.54,Others,Others,Dug Well,Shallow,20681.82,Mixed
29.3127,77.1022,2021.0,8.82,1545.0,62.0,365.0,90.0,261.0,0.9,206.0,8.3,45.0,285.0,4.0,0.71,Unconfined,2.09,Others,Others,Dug Well,Shallow,20681.82,Mixed
28.892,76.7837,2021.0,8.45,3001.0,78.0,381.0,563.0,196.0,85.0,567.0,33.0,118.0,412.0,45.0,0.76,Unconfined,8.35,Others,Others,Dug Well,Shallow,20681.82,Mixed
29.964,76.2946,2021.0,8.26,2907.0,0.0,222.0,674.0,297.0,110.0,783.0,37.0,168.0,275.0,110.0,0.11,Unconfined,1.73,Others,Others,Dug Well,Shallow,20681.82,Mixed
29.046,76.4776,2021.0,8.71,1400.0,78.0,397.0,76.0,191.0,12.0,423.0,29.0,85.0,154.0,3.2,2.09,Semi-Confined,7.35,Others,Others,Bore Well,Shallow,20681.82,Mixed
28.8812,76.504,2021.0,8.78,891.0,62.0,270.0,104.0,0.0,1.4,320.0,17.0,68.0,68.0,19.0,1.86,Unconfined,2.35,Others,Others,Dug Well,Shallow,20681.82,Mixed
29.1296,76.6834,2021.0,8.71,2259.0,78.0,460.0,243.0,221.0,109.0,330.0,21.0,68.0,387.0,5.4,1.0,Unconfined,2.58,Others,Others,Dug Well,Shallow,20681.82,Mixed
29.073,76.536,2021.0,8.6,358.0,31.0,127.0,14.0,10.0,0.0,175.0,25.0,28.0,8.0,2.0,0.4,Unconfined,2.62,Others,Others,Dug Well,Shallow,20681.82,Others
29.0355,77.0846,2021.0,8.79,2995.0,109.0,381.0,472.0,187.0,175.0,814.0,12.0,190.0,316.0,18.0,0.13,Unconfined,0.58,Others,Others,Dug Well,Shallow,20681.82,Mixed
28.961,77.717,2021.0,8.72,1591.0,78.0,333.0,222.0,114.0,18.0,423.0,12.0,95.0,201.0,3.5,0.33,Unconfined,1.82,Others,Others,Dug Well,Shallow,20681.82,Mixed
28.9083,77.1794,2021.0,8.76,910.0,62.0,286.0,35.0,104.0,0.2,113.0,12.0,20.0,182.0,4.2,0.76,Unconfined,3.57,Others,Others,Dug Well,Shallow,20681.82,Mixed
28.9,77.11,2021.0,8.62,1851.0,47.0,270.0,271.0,298.0,17.0,350.0,17.0,75.0,295.0,5.0,0.68,Unconfined,0.64,Others,Others,Dug Well,Shallow,20681.82,Mixed
28.92,77.1,2021.0,8.47,2330.0,78.0,238.0,410.0,231.0,40.0,722.0,29.0,158.0,208.0,10.0,0.2,Unconfined,3.07,Others,Others,Dug Well,Shallow,20681.82,Mixed
28.954,77.0581,2021.0,8.78,1401.0,109.0,603.0,63.0,0.0,18.0,227.0,12.0,48.0,241.0,4.0,1.39,Unconfined,3.96,Others,Others,Bore Well,Shallow,20681.82,Mixed
29.151,76.796,2021.0,8.56,2890.0,47.0,175.0,482.0,514.0,11.0,526.0,61.0,91.0,431.0,9.0,1.68,Unconfined,3.55,Others,Others,Dug Well,Shallow,20681.82,Mixed
29.418,76.959,2021.0,7.71,3964.0,0.0,301.0,723.0,716.0,1.2,1490.0,158.0,266.0,247.0,8.0,0.2,Unconfined,9.44,Others,Others,Dug Well,Shallow,20681.82,Mixed
29.107,76.95,2021.0,8.7,4303.0,62.0,286.0,581.0,940.0,38.0,679.0,18.0,154.0,634.0,104.0,0.34,Unconfined,2.87,Others,Others,Dug Well,Shallow,20681.82,Mixed
29.05,77.0159,2021.0,7.8,99.0,0.0,48.0,21.0,0.0,11.0,33.0,4.4,5.3,16.0,0.3,0.04,Unconfined,1.66,Others,Others,Dug Well,Shallow,20681.82,Mixed
29.2024,76.6629,2021.0,8.61,4041.0,78.0,444.0,610.0,617.0,64.0,658.0,22.0,146.0,644.0,9.0,2.8,Unconfined,0.71,Others,Others,Dug Well,Shallow,20681.82,Mixed
29.1868,76.8738,2021.0,8.64,2371.0,78.0,159.0,355.0,397.0,3.9,942.0,18.0,218.0,124.0,7.0,0.35,Unconfined,5.1,Others,Others,Dug Well,Shallow,20681.82,Mixed
29.1609,77.0803,2021.0,8.76,1394.0,94.0,444.0,121.0,42.0,1.2,186.0,8.8,40.0,255.0,5.0,0.45,Unconfined,3.88,Others,Others,Dug Well,Shallow,20681.82,Others
28.935,77.1514,2021.0,8.81,1642.0,62.0,317.0,163.0,237.0,24.0,427.0,18.0,93.0,194.0,6.0,0.18,Unconfined,3.46,Others,Others,Bore Well,Shallow,20681.82,Others
29.0297,77.1359,2021.0,8.32,601.0,31.0,286.0,14.0,44.0,0.7,285.0,31.0,51.0,31.0,4.0,0.17,Unconfined,3.82,Others,Others,Dug Well,Shallow,41615.49,Others
28.8422,76.15,2021.0,8.24,4229.0,0.0,196.0,986.0,714.0,8.6,1030.0,118.0,178.0,541.0,10.0,0.92,Unconfined,3.38,Others,Others,Dug Well,Shallow,20681.82,Others
28.9361,76.0417,2021.0,8.26,2641.0,0.0,182.0,786.0,110.0,2.8,504.0,75.0,77.0,375.0,8.1,0.35,Unconfined,1.99,Others,Others,Dug Well,Shallow,41615.49,Others
28.5783,76.1058,2021.0,8.73,1436.0,69.0,419.0,127.0,36.0,98.0,132.0,18.0,21.0,290.0,2.0,0.22,Unconfined,2.19,Others,Others,Bore Well,Shallow,41615.49,Others
28.5958,76.2667,2021.0,7.63,5782.0,0.0,196.0,1053.0,1258.0,161.0,1984.0,351.0,269.0,380.0,124.0,0.22,Unconfined,3.49,Others,Others,Dug Well,Shallow,20681.82,Others
28.6291,76.3603,2021.0,8.21,2832.0,0.0,112.0,20.0,27.0,0.4,132.0,48.0,2.7,9.0,0.5,0.28,Unconfined,4.13,Others,Others,Dug Well,Shallow,20681.82,Others
28.699,75.9884,2021.0,8.23,3733.0,0.0,252.0,546.0,764.0,178.0,504.0,75.0,77.0,631.0,3.0,3.19,Unconfined,0.86,Others,Others,Dug Well,Shallow,41615.49,Others
28.6333,75.9389,2021.0,8.15,3088.0,0.0,279.0,560.0,489.0,6.6,482.0,66.0,77.0,471.0,11.0,1.0,Unconfined,2.34,Others,Others,Dug Well,Shallow,20681.82,Others
28.5333,75.8,2021.0,8.22,1977.0,0.0,377.0,240.0,194.0,157.0,274.0,35.0,45.0,325.0,2.5,0.7,Unconfined,7.2,Others,Others,Dug Well,Shallow,20681.82,Others
28.4636,76.1422,2021.0,7.84,3396.0,0.0,279.0,493.0,674.0,123.0,1173.0,132.0,205.0,265.0,4.0,0.63,Unconfined,4.9,Rocky/Gravelly,Rocky/Gravelly,Dug Well,Shallow,45838.56,Mixed
28.8483,75.6222,2021.0,8.61,1205.0,55.0,265.0,140.0,15.0,165.0,405.0,61.0,61.0,104.0,11.0,0.89,Unconfined,6.3,Rocky/Gravelly,Rocky/Gravelly,Dug Well,Shallow,45838.56,Others
28.7972,75.8083,2021.0,8.68,5062.0,96.0,783.0,880.0,304.0,123.0,252.0,26.0,45.0,1037.0,3.9,15.2,Unconfined,0.74,Rocky/Gravelly,Rocky/Gravelly,Dug Well,Shallow,45838.56,Mixed
29.6139,75.8875,2021.0,8.7,2392.0,96.0,349.0,340.0,204.0,107.0,548.0,22.0,120.0,321.0,25.0,1.61,Unconfined,1.65,Rocky/Gravelly,Rocky/Gravelly,Bore Well,Shallow,45838.56,Others
29.3986,75.43,2021.0,8.11,1870.0,0.0,196.0,167.0,514.0,12.0,712.0,83.0,122.0,121.0,6.0,1.32,Unconfined,5.55,Others,Others,Dug Well,Shallow,36853.46,Mixed
29.4133,75.3278,2021.0,8.05,6929.0,0.0,182.0,1266.0,1424.0,31.0,2093.0,334.0,306.0,634.0,19.0,0.57,Unconfined,0.25,Rocky/Gravelly,Rocky/Gravelly,Dug Well,Shallow,45838.56,Others
29.6078,75.5417,2021.0,8.51,729.0,27.0,224.0,53.0,104.0,23.0,285.0,18.0,59.0,69.0,6.1,0.45,Unconfined,2.65,Rocky/Gravelly,Rocky/Gravelly,Dug Well,Shallow,45838.56,Others
29.4756,75.6111,2021.0,8.31,875.0,41.0,210.0,67.0,94.0,40.0,318.0,31.0,59.0,70.0,7.0,0.54,Unconfined,9.1,Rocky/Gravelly,Rocky/Gravelly,Dug Well,Shallow,45838.56,Others
29.0417,75.7222,2021.0,8.65,4010.0,55.0,307.0,713.0,547.0,127.0,745.0,35.0,160.0,600.0,6.0,1.71,Unconfined,7.0,Rocky/Gravelly,Rocky/Gravelly,Bore Well,Shallow,45838.56,Others
29.2167,75.525,2021.0,8.61,3136.0,96.0,601.0,513.0,102.0,118.0,515.0,35.0,104.0,514.0,15.0,4.72,Unconfined,10.08,Rocky/Gravelly,Rocky/Gravelly,Dug Well,Artesian,45838.56,Others
29.1708,75.4228,2021.0,8.41,2316.0,27.0,112.0,420.0,451.0,2.2,559.0,83.0,85.0,291.0,6.0,1.37,Unconfined,4.69,Rocky/Gravelly,Rocky/Gravelly,Dug Well,Shallow,45838.56,Others
29.325,75.6228,2021.0,8.45,506.0,41.0,112.0,40.0,56.0,14.0,230.0,39.0,32.0,21.0,15.0,0.56,Unconfined,2.25,Rocky/Gravelly,Rocky/Gravelly,Dug Well,Shallow,36853.46,Mixed
29.3606,75.6603,2021.0,8.17,1331.0,0.0,168.0,233.0,149.0,96.0,504.0,79.0,75.0,100.0,6.5,0.91,Unconfined,3.75,Others,Others,Dug Well,Shallow,268.56,Mixed
29.2783,75.4919,2021.0,8.48,431.0,41.0,98.0,33.0,42.0,0.9,197.0,48.0,19.0,23.0,2.8,1.69,Unconfined,2.4,Rocky/Gravelly,Rocky/Gravelly,Dug Well,Shallow,45838.56,Mixed
29.4083,75.6833,2021.0,8.12,3041.0,0.0,182.0,604.0,371.0,201.0,658.0,79.0,112.0,312.0,175.0,0.26,Unconfined,2.55,Rocky/Gravelly,Rocky/Gravelly,Dug Well,Shallow,45838.56,Others
29.2833,75.7894,2021.0,7.81,5884.0,0.0,173.0,998.0,1304.0,59.0,2294.0,354.0,267.0,376.0,9.0,0.21,Unconfined,1.85,Rocky/Gravelly,Rocky/Gravelly,Dug Well,Shallow,36853.46,Mixed
29.3728,75.7569,2021.0,8.85,2265.0,82.0,489.0,253.0,241.0,17.0,197.0,18.0,37.0,454.0,12.0,7.41,Unconfined,2.98,Rocky/Gravelly,Rocky/Gravelly,Dug Well,Shallow,45838.56,Mixed
29.4,76.05,2021.0,8.01,3301.0,0.0,84.0,842.0,403.0,31.0,1173.0,250.0,133.0,245.0,5.0,0.56,Unconfined,2.35,Rocky/Gravelly,Rocky/Gravelly,Dug Well,Shallow,45838.56,Mixed
29.3789,76.1131,2021.0,8.24,11150.0,0.0,293.0,2737.0,1197.0,262.0,2192.0,114.0,463.0,1589.0,18.0,0.69,Unconfined,5.75,Rocky/Gravelly,Rocky/Gravelly,Dug Well,Shallow,36853.46,Mixed
29.3417,76.0833,2021.0,8.0,560.0,0.0,293.0,47.0,0.0,8.3,219.0,40.0,29.0,33.0,24.0,0.34,Unconfined,2.35,Others,Others,Dug Well,Shallow,36853.46,Mixed
29.3497,76.0232,2021.0,8.54,4035.0,69.0,210.0,898.0,397.0,56.0,1238.0,57.0,266.0,387.0,12.0,1.39,Unconfined,3.75,Others,Others,Dug Well,Shallow,36853.46,Mixed
29.0583,76.1089,2021.0,8.49,1161.0,27.0,182.0,140.0,234.0,8.7,351.0,39.0,61.0,134.0,6.0,1.22,Unconfined,1.2,Rocky/Gravelly,Rocky/Gravelly,Dug Well,Shallow,36853.46,Mixed
29.2089,76.2333,2021.0,8.67,3451.0,55.0,405.0,646.0,368.0,35.0,614.0,44.0,122.0,495.0,54.0,0.82,Unconfined,4.05,Rocky/Gravelly,Rocky/Gravelly,Dug Well,Shallow,268.56,Mixed
29.1167,75.5667,2021.0,8.47,2748.0,55.0,377.0,407.0,419.0,16.0,416.0,31.0,83.0,454.0,35.0,0.72,Unconfined,6.1,Rocky/Gravelly,Rocky/Gravelly,Dug Well,Shallow,45838.56,Others
29.2083,76.0958,2021.0,8.9,1050.0,96.0,363.0,40.0,18.0,2.6,99.0,35.0,2.7,220.0,2.0,13.9,Unconfined,3.25,Rocky/Gravelly,Rocky/Gravelly,Dug Well,Shallow,45838.56,Others
29.1583,76.1292,2021.0,8.33,685.0,27.0,56.0,87.0,137.0,0.0,241.0,48.0,29.0,56.0,5.6,0.76,Unconfined,8.5,Rocky/Gravelly,Rocky/Gravelly,Tube Well,Shallow,45838.56,Others
29.1217,75.8989,2021.0,7.81,3968.0,0.0,279.0,826.0,563.0,13.0,1008.0,154.0,152.0,462.0,3.2,0.46,Unconfined,5.51,Rocky/Gravelly,Rocky/Gravelly,Dug Well,Shallow,45838.56,Others
29.14,75.7222,2021.0,7.95,8940.0,0.0,182.0,1866.0,1573.0,79.0,1852.0,167.0,349.0,1210.0,25.0,0.15,Unconfined,2.0,Rocky/Gravelly,Rocky/Gravelly,Dug Well,Shallow,45838.56,Others
29.5083,75.8583,2021.0,8.34,3971.0,27.0,154.0,680.0,867.0,16.0,942.0,101.0,168.0,495.0,2.3,0.35,Unconfined,6.8,Rocky/Gravelly,Rocky/Gravelly,Dug Well,Shallow,45838.56,Others
29.4965,75.2218,2021.0,8.81,940.0,55.0,238.0,100.0,24.0,39.0,208.0,22.0,37.0,132.0,5.0,0.43,Unconfined,4.1,Rocky/Gravelly,Rocky/Gravelly,Dug Well,Shallow,268.56,Mixed
29.7667,74.8972,2021.0,8.75,934.0,41.0,279.0,53.0,82.0,58.0,197.0,18.0,37.0,152.0,6.0,5.02,Unconfined,5.7,Rocky/Gravelly,Rocky/Gravelly,Dug Well,Shallow,268.56,Mixed
29.8583,74.7694,2021.0,8.75,1066.0,55.0,363.0,73.0,27.0,105.0,197.0,18.0,37.0,178.0,10.0,1.81,Unconfined,2.3,Rocky/Gravelly,Rocky/Gravelly,Bore Well,Shallow,45838.56,Others
29.8861,74.72,2021.0,8.42,3371.0,55.0,210.0,413.0,618.0,247.0,931.0,48.0,197.0,364.0,21.0,1.21,Unconfined,4.71,Rocky/Gravelly,Rocky/Gravelly,Dug Well,Shallow,45838.56,Others
29.5358,75.0494,2021.0,8.41,2914.0,41.0,126.0,327.0,871.0,10.0,625.0,39.0,128.0,412.0,8.0,0.29,Unconfined,1.44,Rocky/Gravelly,Rocky/Gravelly,Dug Well,Shallow,268.56,Mixed
