LATITUDE,LONGITUDE,Year,pH,EC,CO3,HCO3,Cl,SO4,NO3,TH,Ca,Mg,Na,K,F,AQUIFER_TYPE,WLS_WTR_LEVEL,Broader_Classification_Soil,Broad_Soil_Type,SITE_TYPE,WLS_WTR_LEVEL_Categorized,Total Annual Ground Water Recharge,Broader_Classification_Lithology
23.28028,72.04861,2021.0,7.87,688.0,0.0,329.0,43.0,36.0,3.0,250.0,48.0,32.0,50.0,11.0,0.5,Unconfined,3.87,Others,Others,Dug Well,Shallow,35270.3,Mixed
23.27222,72.05833,2021.0,7.67,713.0,0.0,342.0,43.0,42.0,5.0,260.0,52.0,32.0,50.0,9.6,0.54,Unconfined,1.1,Others,Others,Dug Well,Shallow,35270.3,Mixed
22.9,72.01667,2021.0,7.51,9154.0,0.0,695.0,2485.0,410.0,14.0,760.0,100.0,124.0,1720.0,42.0,2.1,Unconfined,1.15,Others,Others,Dug Well,Shallow,35270.3,Mixed
23.14167,72.03333,2021.0,8.13,6681.0,0.0,781.0,1775.0,370.0,1.7,410.0,44.0,73.0,1400.0,9.3,1.21,Unconfined,2.63,Others,Others,Dug Well,Shallow,24551.07,Others
21.6452881,71.106121,2021.0,8.14,1300.0,0.0,293.0,199.0,88.0,89.0,360.0,64.0,49.0,155.4,1.6,0.85,Unconfined,1.58,Others,Others,Dug Well,Shallow,24551.07,Others
21.5395691,71.165526,2021.0,8.26,1490.0,0.0,366.0,270.0,68.0,35.0,250.0,36.0,39.0,230.0,1.6,0.78,Unconfined,2.03,Others,Others,Dug Well,Shallow,24551.07,Others
21.9068011,71.222832,2021.0,8.38,1060.0,60.0,73.0,135.0,90.0,136.0,420.0,100.0,41.0,68.0,0.5,0.8,Unconfined,2.88,Others,Others,Dug Well,Shallow,24551.07,Others
21.4767521,70.960818,2021.0,8.18,2358.0,0.0,171.0,454.0,195.0,162.0,490.0,108.0,54.0,280.0,1.8,0.66,Unconfined,1.46,Others,Others,Dug Well,Shallow,24551.07,Others
21.5834411,70.969502,2021.0,8.28,1960.0,0.0,488.0,341.0,100.0,95.0,360.0,36.0,66.0,300.0,17.3,1.06,Unconfined,1.96,Others,Others,Dug Well,Shallow,35270.3,Mixed
21.3757681,71.113977,2021.0,8.35,895.0,48.0,171.0,149.0,31.0,30.0,320.0,60.0,41.0,72.91,1.0,0.63,Unconfined,2.6,Others,Others,Dug Well,Shallow,35270.3,Mixed
21.2539271,71.145876,2021.0,8.23,775.0,0.0,403.0,43.0,28.0,12.0,310.0,64.0,36.0,52.0,4.3,0.42,Unconfined,3.0,Others,Others,Dug Well,Shallow,76930.24,Mixed
20.9740281,71.486826,2021.0,8.2,2140.0,0.0,244.0,511.0,80.0,11.0,360.0,56.0,54.0,300.0,29.0,0.72,Unconfined,6.27,Loamy,Loamy,Dug Well,Shallow,76930.24,Mixed
20.8617471,71.302268,2021.0,7.79,4710.0,0.0,183.0,1377.0,158.0,8.0,750.0,164.0,83.0,660.0,10.3,1.09,Unconfined,5.6,Loamy,Loamy,Dug Well,Shallow,76930.24,Mixed
21.2268351,71.202566,2021.0,8.26,775.0,0.0,281.0,64.0,76.0,29.0,260.0,36.0,41.0,74.91,0.7,0.64,Unconfined,2.67,Loamy,Loamy,Dug Well,Shallow,76930.24,Mixed
21.1464471,71.23811,2021.0,8.3,668.0,48.0,220.0,50.0,23.0,10.0,210.0,40.0,27.0,70.0,0.9,0.75,Unconfined,1.84,Loamy,Loamy,Dug Well,Shallow,58846.1,Mixed
21.0165121,71.282878,2021.0,8.62,738.0,36.0,146.0,107.0,46.0,30.0,260.0,60.0,27.0,65.0,2.0,0.76,Unconfined,1.52,Loamy,Loamy,Dug Well,Shallow,58846.1,Mixed
21.6555001,70.980484,2021.0,7.97,1550.0,0.0,329.0,270.0,120.0,78.0,450.0,72.0,66.0,166.48,1.2,0.82,Unconfined,0.98,Loamy,Loamy,Dug Well,Shallow,58846.1,Mixed
21.8110501,71.40574,2021.0,8.12,670.0,0.0,317.0,57.0,20.0,11.0,210.0,40.0,27.0,70.67,0.9,0.9,Unconfined,2.59,Loamy,Loamy,Dug Well,Shallow,58846.1,Mixed
21.7269761,71.382977,2021.0,8.27,1535.0,0.0,268.0,298.0,67.0,24.0,280.0,32.0,49.0,204.26,2.5,0.92,Unconfined,1.9,Loamy,Loamy,Dug Well,Shallow,58846.1,Mixed
21.5304951,71.359185,2021.0,8.58,1165.0,96.0,207.0,128.0,51.0,10.0,70.0,16.0,7.0,220.0,7.1,1.22,Unconfined,1.8,Loamy,Loamy,Dug Well,Shallow,58846.1,Others
21.5500641,71.431922,2021.0,8.25,4030.0,0.0,464.0,511.0,950.0,3.0,550.0,72.0,90.0,685.0,5.8,1.2,Unconfined,2.4,Loamy,Loamy,Dug Well,Shallow,58846.1,Mixed
21.0994381,71.57929,2021.0,7.89,4648.0,0.0,195.0,1179.0,190.0,250.0,1310.0,204.0,195.0,400.0,6.5,0.89,Unconfined,2.79,Others,Others,Dug Well,Shallow,75501.03,Others
21.4277121,71.359647,2021.0,8.39,8258.0,192.0,488.0,1995.0,514.0,171.0,530.0,32.0,109.0,1580.0,71.8,1.04,Unconfined,2.26,Others,Others,Dug Well,Shallow,75501.03,Others
21.2280191,71.40808,2021.0,8.01,1190.0,0.0,195.0,178.0,94.0,117.0,460.0,88.0,58.0,76.34,0.6,0.66,Unconfined,2.7,Others,Others,Dug Well,Shallow,75501.03,Others
21.3795471,71.460227,2021.0,8.47,1350.0,72.0,366.0,156.0,26.0,76.0,260.0,28.0,46.0,205.8,0.8,0.82,Unconfined,1.71,Others,Others,Dug Well,Shallow,109840.28,Others
22.47249,73.03515,2021.0,8.33,1760.0,60.0,464.0,213.0,25.0,86.0,625.0,44.0,125.0,95.0,3.17,0.55,Unconfined,2.5,Others,Others,Dug Well,Shallow,109840.28,Others
22.37637,72.99713,2021.0,8.39,1895.0,60.0,604.0,213.0,32.0,40.0,640.0,20.0,143.0,140.0,2.61,0.72,Unconfined,2.1,Others,Others,Dug Well,Shallow,100224.75,Others
22.2832,72.76294,2021.0,8.52,3276.0,66.0,622.0,589.0,161.0,16.0,650.0,180.0,49.0,515.0,23.21,1.18,Unconfined,2.1,Others,Others,Dug Well,Shallow,109840.28,Others
22.34128,72.65155,2021.0,8.54,5090.0,168.0,488.0,1099.0,233.0,23.0,700.0,100.0,109.0,846.0,3.47,0.82,Unconfined,2.27,Others,Others,Dug Well,Shallow,109840.28,Others
22.53797,72.81221,2021.0,8.27,2246.0,60.0,397.0,454.0,21.0,69.0,720.0,132.0,95.0,162.0,33.33,1.05,Unconfined,1.45,Others,Others,Dug Well,Shallow,109840.28,Others
22.42074,72.78741,2021.0,8.62,2796.0,126.0,738.0,269.0,108.0,106.0,310.0,32.0,56.0,492.0,2.48,1.39,Unconfined,3.47,Others,Others,Dug Well,Shallow,109840.28,Others
22.49961,72.59696,2021.0,6.91,700.0,0.0,207.0,78.0,20.0,62.0,270.0,48.0,36.0,32.0,7.01,0.65,Unconfined,3.25,Others,Others,Dug Well,Shallow,109840.28,Others
22.69264,73.04956,2021.0,8.33,2395.0,6.0,354.0,518.0,112.0,42.0,690.0,264.0,7.0,207.0,19.5,0.57,Unconfined,3.25,Others,Others,Dug Well,Shallow,23862.65,Others
22.69117,73.0849,2021.0,8.28,1368.0,90.0,287.0,170.0,65.0,6.9,460.0,72.0,68.0,97.0,2.55,1.03,Unconfined,3.09,Others,Others,Dug Well,Shallow,109840.28,Others
23.12906,73.215027,2021.0,7.9,3364.0,0.0,342.0,815.0,69.0,131.0,861.0,80.0,161.0,345.0,1.2,0.5,Unconfined,2.55,Others,Others,Dug Well,Shallow,109840.28,Others
23.17337,73.330404,2021.0,8.35,768.0,36.0,293.0,64.0,23.0,4.8,290.0,44.0,44.0,61.0,2.7,0.75,Unconfined,0.72,Loamy,Loamy,Dug Well,Shallow,76253.24,Mixed
23.682999,73.368425,2021.0,7.72,451.0,0.0,159.0,50.0,17.0,3.2,140.0,40.0,10.0,41.0,0.65,0.85,Unconfined,0.8,Loamy,Loamy,Dug Well,Shallow,76253.24,Mixed
23.762321,73.267779,2021.0,7.71,839.0,0.0,256.0,113.0,42.0,26.0,240.0,48.0,29.0,84.0,3.1,0.93,Unconfined,3.01,Loamy,Loamy,Dug Well,Shallow,76253.24,Mixed
23.803101,73.289506,2021.0,7.63,1822.0,0.0,317.0,355.0,63.0,89.0,430.0,88.0,51.0,222.0,1.4,0.59,Unconfined,1.21,Loamy,Loamy,Dug Well,Shallow,76253.24,Mixed
23.33241,73.32694,2021.0,7.89,633.0,0.0,183.0,85.0,23.0,32.0,180.0,44.0,17.0,69.0,0.4,0.67,Unconfined,0.6,Loamy,Loamy,Dug Well,Shallow,76253.24,Mixed
23.347187,73.199478,2021.0,7.91,984.0,0.0,305.0,121.0,56.0,51.0,380.0,52.0,61.0,72.0,0.54,0.59,Unconfined,0.96,Loamy,Loamy,Dug Well,Shallow,76253.24,Mixed
23.406324,73.460597,2021.0,7.74,1340.0,0.0,146.0,284.0,56.0,97.0,470.0,124.0,39.0,95.0,0.97,1.1,Unconfined,2.1,Loamy,Loamy,Dug Well,Shallow,76253.24,Mixed
23.371505,73.455499,2021.0,7.93,756.0,0.0,183.0,64.0,37.0,122.0,310.0,68.0,34.0,35.0,0.45,0.72,Unconfined,3.01,Loamy,Loamy,Dug Well,Shallow,76253.24,Mixed
23.528862,73.216442,2021.0,8.13,904.0,0.0,183.0,142.0,44.0,46.0,250.0,48.0,32.0,92.0,0.63,0.55,Unconfined,1.92,Loamy,Loamy,Dug Well,Shallow,76253.24,Mixed
23.476345,73.3956,2021.0,7.86,1590.0,0.0,134.0,333.0,130.0,110.0,550.0,120.0,61.0,99.0,17.0,0.87,Unconfined,1.73,Loamy,Loamy,Dug Well,Shallow,76253.24,Mixed
24.40072,72.64781,2021.0,8.14,2998.0,0.0,622.0,611.0,162.0,95.0,880.0,112.0,146.0,355.0,3.75,0.74,Unconfined,1.4,Loamy,Loamy,Dug Well,Shallow,76253.24,Mixed
24.17833,72.74837,2021.0,7.43,1243.0,0.0,183.0,213.0,70.0,143.0,490.0,136.0,36.0,90.0,2.4,0.24,Unconfined,2.06,Loamy,Loamy,Dug Well,Shallow,76253.24,Mixed
24.31485,72.32659,2021.0,8.07,566.0,0.0,220.0,64.0,21.0,26.5,240.0,68.0,17.0,32.16,0.83,0.23,Unconfined,1.1,Others,Others,Dug Well,Shallow,75501.03,Others
24.65671,71.77069,2021.0,8.97,2518.0,120.0,464.0,412.0,140.0,11.0,150.0,12.0,29.0,510.0,9.0,1.38,Unconfined,0.65,Others,Others,Dug Well,Shallow,75501.03,Others
21.91044,72.78855,2021.0,8.28,1425.0,36.0,421.0,199.0,23.6,4.6,430.0,96.0,46.0,103.0,41.0,0.21,Unconfined,1.64,Others,Others,Dug Well,Shallow,98976.38,Others
22.55401,72.88333,2021.0,7.96,3842.0,0.0,439.0,957.0,184.8,9.7,950.0,220.0,97.0,460.0,11.0,0.68,Unconfined,2.28,Others,Others,Dug Well,Shallow,98976.38,Others
21.53694,72.97481,2021.0,8.1,2572.0,0.0,256.0,652.0,139.8,34.0,300.0,44.0,46.0,458.0,1.0,1.4,Unconfined,1.83,Others,Others,Dug Well,Shallow,98976.38,Others
21.6192,72.91082,2021.0,8.66,2620.0,114.0,610.0,369.0,79.9,30.0,240.0,32.0,39.0,490.0,2.62,1.51,Unconfined,1.96,Others,Others,Dug Well,Shallow,145529.34,Others
21.6816,72.81526,2021.0,8.29,1400.0,78.0,232.0,227.0,84.0,11.0,410.0,80.0,51.0,135.0,6.02,0.48,Unconfined,2.54,Others,Others,Dug Well,Shallow,145529.34,Others
21.67619,72.75987,2021.0,8.28,470.0,24.0,165.0,43.0,4.2,5.0,170.0,36.0,19.0,30.0,2.64,0.33,Unconfined,1.58,Others,Others,Dug Well,Shallow,98976.38,Others
21.70914,72.82814,2021.0,7.91,5205.0,0.0,732.0,1312.0,119.4,8.1,1700.0,280.0,243.0,365.0,85.18,0.22,Unconfined,1.55,Others,Others,Dug Well,Shallow,145529.34,Mixed
21.44526,72.8036,2021.0,7.79,2700.0,0.0,958.0,408.0,9.5,37.0,320.0,92.0,22.0,449.0,40.47,1.23,Unconfined,1.8,Others,Others,Dug Well,Shallow,98976.38,Others
21.58398,72.81075,2021.0,8.27,5555.0,144.0,146.0,1489.0,296.0,16.0,1550.0,220.0,243.0,522.0,59.07,0.65,Unconfined,2.96,Others,Others,Dug Well,Shallow,309405.88,Mixed
21.51905,72.8197,2021.0,8.28,2150.0,60.0,348.0,454.0,36.9,8.5,400.0,56.0,63.0,304.0,7.84,0.88,Unconfined,1.18,Others,Others,Dug Well,Shallow,32172.76,Others
21.44464,72.81835,2021.0,8.07,4600.0,0.0,415.0,1135.0,207.8,173.0,1250.0,280.0,134.0,477.0,2.52,0.94,Unconfined,1.18,Others,Others,Dug Well,Shallow,32172.76,Others
21.58766,72.82431,2021.0,8.41,2000.0,72.0,519.0,213.0,89.8,57.0,540.0,56.0,97.0,186.0,20.95,0.73,Unconfined,6.95,Others,Others,Dug Well,Shallow,32172.76,Others
22.1014,72.59498,2021.0,8.32,1105.0,54.0,207.0,156.0,35.0,44.0,350.0,76.0,39.0,53.0,67.52,0.35,Unconfined,0.99,Others,Others,Dug Well,Shallow,32172.76,Mixed
22.18464,72.59017,2021.0,7.84,1520.0,0.0,415.0,284.0,13.0,5.6,600.0,60.0,109.0,44.0,47.18,0.15,Unconfined,1.31,Others,Others,Dug Well,Shallow,32172.76,Others
21.19533,72.63668,2021.0,8.72,2350.0,108.0,360.0,340.0,135.4,125.0,300.0,24.0,58.0,151.0,416.0,0.37,Unconfined,0.69,Others,Others,Dug Well,Shallow,71475.34,Others
22.16102,72.75574,2021.0,8.39,1550.0,114.0,317.0,184.0,47.6,8.1,460.0,40.0,88.0,140.0,2.43,0.78,Unconfined,2.09,Others,Others,Dug Well,Shallow,32172.76,Others
21.98822,72.66913,2021.0,8.08,6856.0,0.0,854.0,1738.0,226.8,73.0,1900.0,100.0,401.0,636.0,162.0,0.51,Unconfined,3.12,Others,Others,Dug Well,Shallow,78947.51,Others
21.72439,72.75247,2021.0,8.35,836.0,6.0,146.0,191.0,15.0,6.9,240.0,56.0,24.0,81.0,10.32,0.45,Unconfined,1.8,Others,Others,Dug Well,Shallow,78947.51,Others
21.67211,72.55233,2021.0,7.93,1051.0,0.0,171.0,184.0,64.5,44.0,230.0,36.0,34.0,87.0,81.0,0.74,Unconfined,0.69,Others,Others,Dug Well,Shallow,78947.51,Others
21.79446,72.65811,2021.0,8.27,750.0,60.0,179.0,85.0,2.0,21.0,260.0,60.0,27.0,42.0,16.71,0.63,Unconfined,1.67,Others,Others,Dug Well,Shallow,64579.92,Others
21.63768,73.28153,2021.0,8.11,1044.0,0.0,293.0,184.0,32.8,14.0,330.0,32.0,61.0,92.0,0.76,1.07,Unconfined,1.73,Others,Others,Dug Well,Shallow,64579.92,Others
21.57764,73.07601,2021.0,8.06,1040.0,0.0,311.0,128.0,63.5,36.0,480.0,28.0,100.0,15.0,12.5,1.09,Unconfined,3.1,Others,Others,Dug Well,Shallow,64579.92,Others
21.7736341,72.145504,2021.0,7.18,1315.0,0.0,305.0,241.0,65.0,30.0,360.0,80.0,39.0,150.0,3.7,0.49,Unconfined,2.13,Loamy,Loamy,Dug Well,Shallow,53836.63,Others
21.5443401,71.563631,2021.0,7.83,2595.0,0.0,244.0,525.0,284.0,153.0,820.0,88.0,146.0,231.0,0.9,0.65,Unconfined,1.45,Others,Others,Dug Well,Shallow,64579.92,Others
20.8944495,71.20252401,2021.0,8.59,815.0,48.0,73.0,156.0,56.0,30.0,260.0,32.0,44.0,86.0,1.8,0.39,Unconfined,2.09,Others,Others,Dug Well,Shallow,64579.92,Others
21.1629401,71.872592,2021.0,8.64,1470.0,120.0,488.0,78.0,50.0,55.0,80.0,12.0,12.0,325.0,1.9,2.75,Unconfined,2.02,Others,Others,Dug Well,Shallow,53836.63,Others
21.1409151,71.651062,2021.0,7.94,2540.0,0.0,305.0,540.0,154.0,167.0,840.0,88.0,151.0,214.0,4.0,0.46,Unconfined,2.83,Loamy,Loamy,Dug Well,Shallow,53836.63,Others
21.2132471,71.886063,2021.0,8.2,760.0,0.0,293.0,78.0,40.0,6.0,140.0,40.0,10.0,96.0,28.7,0.6,Unconfined,2.93,Others,Others,Dug Well,Shallow,64579.92,Others
21.1915041,71.549098,2021.0,8.26,1230.0,0.0,403.0,185.0,65.0,25.0,440.0,64.0,68.0,99.0,6.9,0.35,Unconfined,2.1,Others,Others,Dug Well,Shallow,78947.51,Others
21.0999561,71.747011,2021.0,8.52,5070.0,132.0,451.0,1115.0,310.0,72.0,220.0,24.0,39.0,1025.0,2.2,0.94,Unconfined,2.87,Others,Others,Dug Well,Shallow,78947.51,Others
21.5445591,71.724855,2021.0,8.16,1535.0,0.0,403.0,284.0,65.0,36.0,350.0,40.0,61.0,210.0,0.6,0.64,Unconfined,1.75,Others,Others,Dug Well,Shallow,92202.38,Others
21.4287231,71.914439,2021.0,8.18,790.0,0.0,244.0,92.0,52.0,35.0,250.0,44.0,34.0,78.0,3.1,0.49,Unconfined,2.44,Others,Others,Dug Well,Shallow,95813.56,Others
21.4473771,71.853459,2021.0,8.02,990.0,0.0,281.0,107.0,56.0,85.0,360.0,60.0,51.0,75.0,0.8,0.45,Unconfined,2.37,Others,Others,Dug Well,Shallow,95813.56,Others
21.6875,71.75833333,2021.0,7.97,890.0,0.0,342.0,99.0,48.0,10.0,340.0,56.0,49.0,68.23,3.4,0.39,Unconfined,1.1,Others,Others,Dug Well,Shallow,95813.56,Others
21.2138521,71.950052,2021.0,8.45,1435.0,84.0,122.0,312.0,50.0,8.0,220.0,44.0,27.0,224.0,9.3,1.09,Unconfined,3.5,Others,Others,Dug Well,Shallow,70229.56,Others
21.3657471,72.020761,2021.0,8.08,2000.0,0.0,232.0,476.0,128.0,86.0,790.0,84.0,141.0,113.0,0.9,0.37,Unconfined,2.55,Others,Others,Dug Well,Shallow,70229.56,Others
21.4243651,72.099832,2021.0,7.19,1475.0,0.0,281.0,163.0,160.0,175.0,670.0,132.0,83.0,58.0,1.1,0.34,Unconfined,2.12,Others,Others,Dug Well,Shallow,95813.56,Others
20.8958333,71.20416667,2021.0,8.39,2660.0,96.0,244.0,462.0,146.0,224.0,390.0,32.0,75.0,411.5,7.9,0.88,Unconfined,4.84,Others,Others,Dug Well,Shallow,95813.56,Others
22.0963721,71.893154,2021.0,8.48,1445.0,72.0,317.0,213.0,28.0,77.0,280.0,32.0,49.0,238.25,0.7,1.72,Unconfined,0.24,Others,Others,Dug Well,Shallow,92202.38,Others
21.9003691,71.878412,2021.0,8.88,4835.0,108.0,342.0,959.0,557.0,58.0,290.0,20.0,58.0,1030.0,5.7,0.52,Unconfined,2.02,Others,Others,Dug Well,Shallow,95813.56,Others
22.15,71.89166667,2021.0,8.53,7385.0,348.0,756.0,1193.0,975.0,32.0,300.0,24.0,58.0,1600.0,10.5,3.75,Unconfined,1.05,Others,Others,Dug Well,Shallow,95813.56,Others
22.0180556,71.7,2021.0,8.48,710.0,48.0,159.0,78.0,40.0,11.0,110.0,20.0,15.0,115.0,1.4,0.57,Unconfined,2.32,Others,Others,Dug Well,Shallow,95813.56,Others
22.0583333,71.63333333,2021.0,8.09,4775.0,0.0,329.0,1207.0,300.0,180.0,1870.0,176.0,348.0,300.0,2.7,0.56,Unconfined,2.12,Others,Others,Dug Well,Shallow,92202.38,Others
22.2694444,71.7,2021.0,8.34,1017.0,48.0,183.0,170.0,18.0,18.0,320.0,40.0,54.0,91.55,0.6,1.05,Unconfined,2.73,Others,Others,Dug Well,Shallow,95813.56,Others
22.3083333,71.69166667,2021.0,8.33,4060.0,276.0,268.0,845.0,224.0,55.0,1130.0,220.0,141.0,420.0,28.5,0.93,Unconfined,5.11,Others,Others,Dug Well,Shallow,95813.56,Others
22.27519,73.71561,2021.0,7.88,2300.0,0.0,451.0,553.0,16.0,21.0,430.0,64.0,66.0,326.0,5.96,0.35,Unconfined,1.92,Others,Others,Dug Well,Shallow,95813.56,Others
22.21554,73.73999,2021.0,8.32,7777.0,120.0,293.0,2269.0,221.0,23.0,1925.0,180.0,359.0,915.0,4.94,1.36,Unconfined,3.2,Others,Others,Dug Well,Shallow,95813.56,Others
22.36392,74.2143,2021.0,8.28,896.0,6.0,189.0,149.0,38.0,41.0,375.0,100.0,30.0,30.0,4.3,0.51,Unconfined,1.97,Others,Others,Dug Well,Shallow,92202.38,Others
22.36908,74.07344,2021.0,8.28,495.0,6.0,207.0,28.0,4.8,14.1,180.0,52.0,12.0,29.0,1.46,0.86,Unconfined,2.23,Others,Others,Dug Well,Shallow,92202.38,Others
22.52256,73.93433,2021.0,7.89,680.0,0.0,225.0,114.0,7.0,25.0,310.0,72.0,32.0,23.0,3.56,0.93,Unconfined,1.07,Others,Others,Dug Well,Shallow,95813.56,Others
22.20107,73.8971,2021.0,8.3,2000.0,138.0,616.0,170.0,17.0,0.4,440.0,28.0,90.0,251.0,1.35,1.39,Unconfined,0.65,Others,Others,Dug Well,Shallow,76253.24,Others
22.01515,74.08063,2021.0,7.88,606.0,0.0,317.0,113.0,15.0,34.0,400.0,56.0,63.0,28.0,0.79,1.38,Unconfined,1.47,Others,Others,Dug Well,Shallow,76253.24,Others
22.21018,74.03093,2021.0,8.28,1240.0,36.0,256.0,177.0,89.0,1.3,490.0,100.0,58.0,54.0,8.97,0.48,Unconfined,7.43,Loamy,Loamy,Dug Well,Shallow,76253.24,Mixed
22.07119,74.10902,2021.0,8.28,850.0,6.0,207.0,142.0,1.9,42.0,340.0,120.0,10.0,28.0,11.21,0.84,Unconfined,2.77,Others,Others,Dug Well,Shallow,37434.63,Mixed
22.08659,73.97762,2021.0,8.09,1170.0,0.0,384.0,170.0,25.0,1.0,525.0,112.0,60.0,26.0,2.97,0.65,Unconfined,0.81,Others,Others,Dug Well,Shallow,76253.24,Mixed
22.8311,74.23284,2021.0,8.07,1789.0,0.0,354.0,319.0,106.0,55.0,370.296,40.0,66.0,260.0,2.5,2.0,Semi-Confined,2.2,Others,Others,Tube Well,Shallow,37434.63,Mixed
22.77518,74.288661,2021.0,7.56,691.0,0.0,281.0,78.0,26.0,4.6,230.184,48.0,27.0,66.0,3.1,1.0,Unconfined,2.51,Others,Others,Dug Well,Shallow,37434.63,Mixed
22.604363,73.896609,2021.0,8.15,448.0,0.0,195.0,28.0,21.0,17.0,130.104,28.0,15.0,53.0,1.1,3.1,Unconfined,2.35,Loamy,Loamy,Dug Well,Shallow,76253.24,Mixed
22.636017,74.098783,2021.0,8.09,538.0,0.0,207.0,50.0,21.0,21.0,210.168,44.0,24.0,34.0,1.7,1.5,Unconfined,0.45,Others,Others,Dug Well,Shallow,49846.25,Mixed
22.579944,74.109453,2021.0,7.99,611.0,0.0,281.0,43.0,28.0,14.0,190.152,36.0,24.0,67.0,2.8,0.67,Unconfined,1.22,Others,Others,Dug Well,Shallow,75501.03,Others
22.596766,74.028464,2021.0,7.98,640.0,0.0,146.0,78.0,41.0,64.0,240.192,52.0,27.0,45.0,0.89,1.1,Unconfined,0.93,Others,Others,Dug Well,Shallow,14440.24,Others
22.728948,74.305387,2021.0,8.11,790.0,0.0,378.0,57.0,28.0,21.0,240.192,28.0,41.0,89.0,3.7,1.4,Unconfined,1.99,Others,Others,Dug Well,Shallow,76885.45,Others
22.684866,74.315054,2021.0,7.87,8684.0,0.0,439.0,1985.0,774.0,372.0,1501.2,124.0,289.0,1338.0,31.0,6.5,Unconfined,2.16,Others,Others,Dug Well,Shallow,14440.24,Others
22.840349,74.083503,2021.0,7.97,618.0,0.0,244.0,57.0,36.0,27.0,200.16,40.0,24.0,63.0,4.7,1.3,Unconfined,2.1,Others,Others,Dug Well,Shallow,119653.24,Others
20.40554,72.8365,2021.0,8.29,1425.0,60.0,427.0,213.0,29.0,8.1,590.0,160.0,46.0,46.0,67.0,0.1,Unconfined,0.9,Others,Others,Dug Well,Shallow,119653.24,Others
20.75833,73.68333,2021.0,7.5,721.0,0.0,256.0,99.0,41.0,0.6,260.0,72.0,19.0,59.0,11.0,0.21,Unconfined,1.84,Others,Others,Dug Well,Shallow,119653.24,Others
20.68333,73.725,2021.0,7.8,387.0,0.0,183.0,28.0,16.0,1.6,170.0,40.0,17.0,18.0,1.34,0.29,Unconfined,1.96,Others,Others,Dug Well,Shallow,76885.45,Others
20.6,73.74583,2021.0,7.88,438.0,0.0,195.0,43.0,14.0,4.6,210.0,60.0,15.0,15.0,0.42,0.29,Unconfined,0.56,Others,Others,Dug Well,Shallow,76885.45,Others
20.63333,73.74583,2021.0,8.02,586.0,0.0,232.0,50.0,25.0,30.0,280.0,72.0,24.0,18.0,0.74,0.27,Unconfined,1.1,Others,Others,Dug Well,Shallow,76885.45,Others
20.64583,73.79167,2021.0,8.04,545.0,0.0,220.0,50.0,24.0,25.0,260.0,68.0,22.0,20.0,0.74,0.21,Unconfined,0.49,Others,Others,Dug Well,Shallow,145795.0,Others
20.64,73.69139,2021.0,7.91,375.0,0.0,171.0,21.0,5.55,0.2,160.0,52.0,7.0,10.0,0.23,0.23,Unconfined,1.1,Others,Others,Dug Well,Shallow,133834.84,Others
20.80417,73.6125,2021.0,8.12,482.0,0.0,220.0,35.0,14.0,9.0,200.0,48.0,19.0,28.0,0.33,0.21,Unconfined,0.74,Others,Others,Dug Well,Shallow,88581.84,Mixed
20.8,73.7375,2021.0,8.13,425.0,0.0,232.0,21.0,4.7,2.1,200.0,48.0,19.0,14.9,0.51,0.24,Unconfined,0.5,Others,Others,Dug Well,Shallow,88581.84,Mixed
20.97472,73.62972,2021.0,7.95,595.0,0.0,281.0,43.0,18.0,9.5,280.0,64.0,29.0,22.0,0.32,0.29,Unconfined,1.6,Others,Others,Dug Well,Shallow,88581.84,Mixed
20.92083,73.58056,2021.0,7.97,1120.0,0.0,403.0,163.0,38.0,4.6,470.0,100.0,54.0,62.0,13.0,0.17,Unconfined,0.4,Loamy,Loamy,Dug Well,Shallow,88581.84,Mixed
20.92222,73.58056,2021.0,8.25,385.0,0.0,134.0,43.0,27.0,5.3,170.0,32.0,22.0,18.0,0.74,0.16,Unconfined,0.4,Loamy,Loamy,Dug Well,Shallow,88581.84,Mixed
20.7,73.58333,2021.0,8.03,388.0,0.0,220.0,14.0,6.68,1.0,190.0,44.0,19.0,12.0,0.26,0.26,Unconfined,1.0,Loamy,Loamy,Dug Well,Shallow,88581.84,Mixed
20.80833,73.55278,2021.0,7.81,649.0,0.0,232.0,71.0,30.0,31.0,310.0,76.0,29.0,23.0,0.17,0.31,Unconfined,2.2,Loamy,Loamy,Dug Well,Shallow,88581.84,Mixed
20.87833,73.51833,2021.0,8.25,466.0,0.0,244.0,21.0,12.0,7.3,230.0,56.0,22.0,13.0,0.24,0.13,Unconfined,2.4,Loamy,Loamy,Dug Well,Shallow,88581.84,Mixed
20.86667,73.61667,2021.0,8.18,425.0,0.0,220.0,21.0,10.0,1.7,200.0,40.0,24.0,14.0,0.31,0.23,Unconfined,1.0,Others,Others,Dug Well,Shallow,35270.3,Mixed
21.9166667,69.85833333,2021.0,8.0,1540.0,0.0,134.0,284.0,180.0,104.0,610.0,128.0,71.0,86.0,1.1,0.22,Unconfined,3.2,Loamy,Loamy,Dug Well,Shallow,88581.84,Mixed
21.9277778,69.79583333,2021.0,8.2,906.0,0.0,366.0,99.0,41.0,7.1,250.0,48.0,32.0,106.0,3.3,0.56,Unconfined,1.75,Loamy,Loamy,Dug Well,Shallow,88581.84,Mixed
